campaign_id,stat_date,impressions,clicks,conversions,spend_daily,device_type
5,2025-01-22,14453,467,38,8575.66,Tablet
5,2025-01-23,10430,737,120,11287.35,Mobile
5,2025-01-24,15214,410,56,2943.32,Mobile
5,2025-01-25,9525,457,36,7665.59,Desktop
5,2025-01-26,5372,353,18,5254.15,Mobile
5,2025-01-27,15788,757,56,13740.8,Desktop
5,2025-01-28,12210,682,123,7477.27,Desktop
5,2025-01-29,12117,896,81,9788.6,Mobile
5,2025-01-30,5665,296,28,5374.05,Tablet
6,2025-01-01,16408,1062,210,7088.48,Mobile
6,2025-01-02,6156,451,68,7753.86,Desktop
6,2025-01-03,17826,1296,82,15851.36,Desktop
6,2025-01-04,11858,351,23,3455.03,Tablet
6,2025-01-05,13993,387,24,2034.01,Tablet
6,2025-01-06,10445,350,63,5741.65,Tablet
6,2025-01-07,8398,322,52,3184.66,Desktop
6,2025-01-08,12874,314,35,4194.51,Tablet
6,2025-01-09,11081,776,53,7475.22,Tablet
6,2025-01-10,19263,922,83,11065.74,Tablet
6,2025-01-11,11121,844,114,5534.01,Mobile
6,2025-01-12,12345,540,61,7682.79,Tablet
6,2025-01-13,15771,1214,218,24155.08,Desktop
6,2025-01-14,9117,488,56,5112.0,Tablet
6,2025-01-15,13059,545,100,7567.59,Tablet
6,2025-01-16,16360,394,74,4852.88,Mobile
6,2025-01-17,18249,403,28,3151.67,Desktop
6,2025-01-18,14841,584,52,7437.02,Mobile
6,2025-01-19,19691,1285,228,9480.2,Desktop
6,2025-01-20,11306,618,48,5208.64,Desktop
6,2025-01-21,7987,253,27,2258.51,Tablet
6,2025-01-22,11036,781,126,9093.2,Mobile
6,2025-01-23,13572,857,47,11347.94,Tablet
6,2025-01-24,5313,215,39,2248.96,Mobile
6,2025-01-25,11042,380,23,6783.03,Desktop
6,2025-01-26,16346,1009,174,19336.2,Tablet
6,2025-01-27,8311,339,37,2407.31,Desktop
6,2025-01-28,10096,227,43,2801.54,Desktop
6,2025-01-29,16351,597,86,8771.03,Mobile
6,2025-01-30,18148,570,45,7374.13,Mobile
7,2025-01-01,10728,391,20,3643.95,Desktop
7,2025-01-02,14049,743,121,13180.38,Mobile
7,2025-01-03,16913,574,35,7059.31,Desktop
7,2025-01-04,17122,1329,95,24054.0,Tablet
7,2025-01-05,18350,943,119,11341.14,Mobile
7,2025-01-06,15526,1051,99,13502.76,Mobile
7,2025-01-07,6167,278,39,2884.07,Mobile
7,2025-01-08,14215,302,50,2709.99,Tablet
7,2025-01-09,18561,732,132,9706.88,Desktop
7,2025-01-10,17523,1072,152,13138.65,Mobile
7,2025-01-11,13379,364,28,4211.14,Mobile
7,2025-01-12,9437,493,26,3805.94,Tablet
7,2025-01-13,5663,223,32,2576.55,Tablet
7,2025-01-14,6435,380,59,1903.77,Desktop
7,2025-01-15,17627,592,87,6308.9,Tablet
7,2025-01-16,10015,704,89,6858.57,Mobile
7,2025-01-17,14364,541,78,6463.72,Mobile
7,2025-01-18,19689,628,100,4484.95,Tablet
7,2025-01-19,15258,872,128,8799.2,Desktop
7,2025-01-20,9020,295,46,4902.43,Tablet
7,2025-01-21,5456,324,41,4085.31,Desktop
7,2025-01-22,9695,324,23,5447.33,Tablet
7,2025-01-23,17699,1191,109,21905.15,Desktop
7,2025-01-24,7246,248,13,4098.95,Tablet
7,2025-01-25,16257,825,162,6907.45,Mobile
7,2025-01-26,15610,790,63,14861.74,Tablet
7,2025-01-27,19003,1228,89,9856.69,Desktop
7,2025-01-28,15594,748,50,12223.69,Desktop
7,2025-01-29,15149,615,69,8241.08,Mobile
7,2025-01-30,6087,289,56,1527.64,Desktop
8,2025-01-01,11491,600,63,7877.56,Tablet
8,2025-01-02,18364,1396,128,21022.28,Tablet
8,2025-01-03,18170,930,94,16376.74,Tablet
8,2025-01-04,7141,365,33,6348.81,Tablet
8,2025-01-05,11129,680,120,10274.08,Mobile
8,2025-01-06,16048,1249,83,8728.45,Desktop
8,2025-01-07,13383,486,37,7468.62,Mobile
8,2025-01-08,19626,1158,203,10053.16,Desktop
8,2025-01-09,5701,340,42,2355.82,Tablet
8,2025-01-10,17019,1305,151,20545.8,Desktop
8,2025-01-11,6698,385,68,6739.43,Desktop
8,2025-01-12,10654,790,73,11087.62,Tablet
8,2025-01-13,11778,478,31,6079.14,Mobile
8,2025-01-14,17249,1244,124,11945.2,Tablet
8,2025-01-15,6564,244,39,1634.86,Mobile
8,2025-01-16,6393,450,56,3398.89,Desktop
8,2025-01-17,18677,1341,107,16262.03,Mobile
8,2025-01-18,15132,488,63,7404.28,Mobile
8,2025-01-19,10779,524,86,4840.58,Tablet
8,2025-01-20,13265,673,77,3560.5,Tablet
8,2025-01-21,8316,177,12,3292.15,Tablet
8,2025-01-22,18269,407,24,2678.78,Mobile
8,2025-01-23,12839,405,65,2193.98,Tablet
8,2025-01-24,15607,1177,58,6692.47,Tablet
8,2025-01-25,5829,393,40,7575.17,Mobile
8,2025-01-26,9602,592,83,9513.54,Mobile
8,2025-01-27,12033,727,45,12384.85,Mobile
8,2025-01-28,19286,975,117,13432.02,Tablet
8,2025-01-29,6549,368,66,4096.63,Desktop
8,2025-01-30,19982,439,64,8746.34,Desktop
9,2025-01-01,13930,786,52,15149.19,Tablet
9,2025-01-02,17538,855,55,8723.16,Tablet
9,2025-01-03,6193,406,41,5898.21,Tablet
9,2025-01-04,14871,1180,229,23438.21,Desktop
9,2025-01-05,13584,337,37,4763.85,Desktop
9,2025-01-06,14362,645,49,12486.39,Tablet
9,2025-01-07,19429,1145,82,20822.72,Mobile
9,2025-01-08,19419,1479,80,20104.91,Mobile
9,2025-01-09,9993,250,18,4887.96,Tablet
9,2025-01-10,10080,632,67,10469.21,Tablet
9,2025-01-11,11502,302,41,4416.52,Mobile
9,2025-01-12,19845,1292,212,21494.74,Tablet
9,2025-01-13,16936,645,40,8685.06,Tablet
9,2025-01-14,19498,678,57,10766.03,Tablet
9,2025-01-15,18979,1102,176,12905.88,Tablet
9,2025-01-16,6252,291,23,4307.76,Desktop
9,2025-01-17,16139,997,116,8325.77,Mobile
9,2025-01-18,10081,419,26,7593.65,Desktop
9,2025-01-19,17227,946,152,12189.05,Tablet
9,2025-01-20,12688,295,47,1960.19,Mobile
9,2025-01-21,5521,343,38,1833.05,Tablet
9,2025-01-22,7419,486,90,8118.09,Tablet
9,2025-01-23,10355,347,61,3303.32,Tablet
9,2025-01-24,7623,227,44,1319.49,Desktop
9,2025-01-25,9006,278,31,2893.64,Desktop
9,2025-01-26,13529,880,132,10885.43,Mobile
9,2025-01-27,9772,240,22,2873.88,Mobile
9,2025-01-28,12257,597,84,5316.18,Tablet
9,2025-01-29,18075,1227,103,23352.09,Desktop
9,2025-01-30,8284,624,74,8428.71,Tablet
10,2025-01-01,17029,489,40,4482.12,Desktop
10,2025-01-02,17233,1329,201,13676.11,Mobile
10,2025-01-03,17920,361,22,3113.25,Desktop
10,2025-01-04,8302,632,106,12557.85,Tablet
10,2025-01-05,13486,438,70,2814.75,Tablet
10,2025-01-06,7773,565,107,7021.39,Desktop
10,2025-01-07,13970,394,20,4390.33,Desktop
10,2025-01-08,17808,394,22,7258.42,Mobile
10,2025-01-09,19806,838,123,15282.76,Tablet
10,2025-01-10,10311,529,60,3466.98,Desktop
10,2025-01-11,18798,524,41,8557.1,Tablet
10,2025-01-12,17902,765,51,10604.96,Tablet
10,2025-01-13,13773,990,160,11838.97,Tablet
10,2025-01-14,16107,775,141,15205.79,Mobile
10,2025-01-15,15042,1089,168,19049.12,Desktop
10,2025-01-16,15214,688,136,5475.3,Tablet
10,2025-01-17,9772,543,81,4482.57,Tablet
10,2025-01-18,8045,417,49,5350.26,Tablet
10,2025-01-19,19345,839,81,5465.38,Desktop
10,2025-01-20,13330,832,83,5278.07,Mobile
10,2025-01-21,5268,395,35,7762.65,Desktop
10,2025-01-22,9501,246,37,4720.4,Mobile
10,2025-01-23,14862,602,112,5611.81,Tablet
10,2025-01-24,9895,516,30,2917.95,Mobile
10,2025-01-25,5835,347,45,2472.79,Tablet
10,2025-01-26,19401,1505,194,11536.74,Tablet
10,2025-01-27,6710,445,67,5402.64,Tablet
10,2025-01-28,7630,289,15,4903.76,Tablet
10,2025-01-29,5147,273,47,1394.82,Desktop
10,2025-01-30,16223,565,88,8984.48,Tablet
11,2025-01-01,13462,273,43,4257.18,Tablet
11,2025-01-02,19210,461,68,5668.04,Mobile
11,2025-01-03,8592,352,67,5112.39,Desktop
11,2025-01-04,15662,1247,64,13156.33,Mobile
11,2025-01-05,19072,809,125,10636.79,Mobile
11,2025-01-06,17289,1303,236,14847.0,Tablet
11,2025-01-07,8527,558,74,6512.88,Tablet
11,2025-01-08,6496,231,45,1854.56,Mobile
11,2025-01-09,14353,364,47,2196.36,Desktop
11,2025-01-10,9327,387,30,3865.11,Tablet
11,2025-01-11,10172,691,124,11647.58,Desktop
11,2025-01-12,15322,1091,180,7542.48,Tablet
11,2025-01-13,17395,795,71,11221.65,Mobile
11,2025-01-14,17852,938,54,4701.0,Mobile
11,2025-01-15,13891,1011,195,14700.91,Desktop
11,2025-01-16,5563,238,19,2582.72,Mobile
11,2025-01-17,14652,823,44,15991.89,Desktop
11,2025-01-18,15163,657,99,9164.69,Tablet
11,2025-01-19,16259,1187,80,11637.35,Desktop
11,2025-01-20,18838,492,92,7541.55,Desktop
11,2025-01-21,9079,619,46,10869.75,Desktop
11,2025-01-22,5607,231,27,2287.62,Tablet
11,2025-01-23,10620,384,28,3394.88,Tablet
11,2025-01-24,9688,214,32,1774.9,Mobile
11,2025-01-25,9342,433,62,2179.99,Mobile
11,2025-01-26,19559,814,101,13746.44,Desktop
11,2025-01-27,19727,507,95,2545.37,Mobile
11,2025-01-28,8140,526,26,9438.26,Tablet
11,2025-01-29,10208,302,19,1780.32,Mobile
11,2025-01-30,6400,404,76,2495.41,Tablet
12,2025-01-01,13945,1045,201,10164.82,Mobile
12,2025-01-02,15310,1029,142,12597.99,Mobile
12,2025-01-03,5514,329,25,4651.82,Desktop
12,2025-01-04,5949,256,18,3417.3,Tablet
12,2025-01-05,5611,374,22,5244.08,Desktop
12,2025-01-06,18495,1460,272,15288.5,Tablet
12,2025-01-07,18181,575,89,9774.89,Tablet
12,2025-01-08,19080,1479,276,28232.97,Desktop
12,2025-01-09,15447,1218,164,23652.99,Tablet
12,2025-01-10,6890,496,97,9145.34,Desktop
12,2025-01-11,17976,1243,87,21710.95,Mobile
12,2025-01-12,14269,1008,91,17508.19,Mobile
12,2025-01-13,18164,580,61,8763.86,Tablet
12,2025-01-14,11092,291,39,2190.88,Tablet
12,2025-01-15,8601,601,41,11746.65,Desktop
12,2025-01-16,12908,789,69,12006.94,Tablet
12,2025-01-17,19030,471,52,5280.14,Mobile
12,2025-01-18,13467,1022,156,8010.33,Desktop
12,2025-01-19,8739,618,71,5402.51,Tablet
12,2025-01-20,14094,679,34,10859.17,Mobile
12,2025-01-21,10443,557,70,7843.56,Desktop
12,2025-01-22,17631,1061,204,5691.38,Mobile
12,2025-01-23,17896,814,146,5530.25,Mobile
12,2025-01-24,19265,450,32,5740.89,Mobile
12,2025-01-25,11212,666,86,11566.13,Mobile
12,2025-01-26,16197,890,130,10967.31,Desktop
12,2025-01-27,10897,275,23,2733.74,Desktop
12,2025-01-28,10250,791,82,14332.0,Desktop
12,2025-01-29,18611,716,120,8314.64,Mobile
12,2025-01-30,17860,495,76,3412.38,Tablet
13,2025-01-01,7671,587,62,9454.1,Desktop
13,2025-01-02,8193,303,16,2977.39,Desktop
13,2025-01-03,9019,608,81,6084.47,Tablet
13,2025-01-04,7588,247,39,3705.84,Desktop
13,2025-01-05,19630,1232,159,10150.34,Tablet
13,2025-01-06,8361,314,60,4164.51,Tablet
13,2025-01-07,18740,871,55,7073.44,Tablet
13,2025-01-08,5390,158,9,1545.75,Mobile
13,2025-01-09,10813,754,57,12634.23,Desktop
13,2025-01-10,10299,444,69,4160.4,Desktop
13,2025-01-11,7620,283,20,2832.64,Tablet
13,2025-01-12,19315,1156,83,6795.39,Tablet
13,2025-01-13,7502,354,57,4828.29,Tablet
13,2025-01-14,12060,792,47,9488.57,Mobile
13,2025-01-15,17242,484,73,3790.43,Desktop
13,2025-01-16,16585,761,139,10275.72,Tablet
13,2025-01-17,11995,950,87,7799.47,Mobile
13,2025-01-18,8734,185,31,2005.79,Desktop
13,2025-01-19,11284,569,64,8350.64,Mobile
13,2025-01-20,13305,610,50,4904.63,Mobile
13,2025-01-21,18489,550,105,3402.26,Desktop
13,2025-01-22,16408,722,124,4094.81,Desktop
13,2025-01-23,17151,740,141,11010.9,Tablet
13,2025-01-24,11168,561,109,8121.06,Desktop
13,2025-01-25,9034,207,20,2117.78,Desktop
13,2025-01-26,6276,410,63,6966.76,Desktop
13,2025-01-27,18957,1337,76,24768.52,Mobile
13,2025-01-28,8220,188,23,2519.3,Desktop
13,2025-01-29,7891,398,60,5207.71,Tablet
13,2025-01-30,14847,791,62,9223.82,Tablet
14,2025-01-01,7619,515,55,8882.5,Tablet
14,2025-01-02,10605,551,72,9451.95,Tablet
14,2025-01-03,10969,832,76,6855.28,Mobile
14,2025-01-04,18857,622,105,12428.36,Mobile
14,2025-01-05,12896,566,39,4479.37,Mobile
14,2025-01-06,13323,534,78,7123.23,Desktop
14,2025-01-07,15544,781,88,10216.67,Mobile
14,2025-01-08,19498,1309,163,11215.29,Mobile
14,2025-01-09,18422,772,109,4146.88,Mobile
14,2025-01-10,7440,495,91,9530.8,Mobile
14,2025-01-11,17877,379,56,2399.61,Mobile
14,2025-01-12,17153,988,190,7283.26,Mobile
14,2025-01-13,13003,835,153,11676.01,Desktop
14,2025-01-14,12538,590,42,4599.99,Mobile
14,2025-01-15,10102,643,103,6471.48,Desktop
14,2025-01-16,5309,303,57,3691.84,Mobile
14,2025-01-17,11019,412,76,6005.94,Tablet
14,2025-01-18,10179,547,80,3049.0,Desktop
14,2025-01-19,7312,237,31,1237.99,Tablet
14,2025-01-20,13520,419,37,3025.57,Desktop
14,2025-01-21,17607,1322,82,16876.41,Desktop
14,2025-01-22,17851,1321,205,14394.12,Desktop
14,2025-01-23,19356,1132,123,17833.63,Mobile
14,2025-01-24,9337,515,93,4778.66,Desktop
14,2025-01-25,19204,1031,202,8313.6,Tablet
14,2025-01-26,6431,373,66,2598.29,Mobile
14,2025-01-27,11087,740,118,10504.22,Tablet
14,2025-01-28,8707,674,92,8634.54,Mobile
14,2025-01-29,17927,1427,182,25161.91,Tablet
14,2025-01-30,9705,702,116,12215.08,Desktop
15,2025-01-01,19535,1018,175,10789.21,Desktop
15,2025-01-02,10699,284,55,2200.7,Desktop
15,2025-01-03,8101,626,41,11480.47,Mobile
15,2025-01-04,6436,246,42,1502.25,Desktop
15,2025-01-05,10734,281,48,3511.38,Mobile
15,2025-01-06,8435,278,25,2548.58,Desktop
15,2025-01-07,18960,1180,157,14966.42,Desktop
15,2025-01-08,10873,355,52,3537.63,Desktop
15,2025-01-09,16879,514,89,4142.51,Desktop
15,2025-01-10,12360,565,74,6659.13,Mobile
15,2025-01-11,9772,271,16,4571.39,Desktop
15,2025-01-12,7380,567,48,9759.36,Desktop
15,2025-01-13,16228,380,41,4044.3,Mobile
15,2025-01-14,10287,236,21,1338.88,Tablet
15,2025-01-15,17492,375,46,6082.47,Desktop
15,2025-01-16,10887,843,111,15856.06,Tablet
15,2025-01-17,12590,438,83,2765.15,Desktop
15,2025-01-18,8483,566,38,3514.88,Desktop
15,2025-01-19,18879,1409,74,9264.37,Mobile
15,2025-01-20,14640,921,55,12949.35,Mobile
15,2025-01-21,5091,372,44,5515.0,Tablet
15,2025-01-22,19956,454,26,4908.8,Desktop
15,2025-01-23,5156,400,21,2563.7,Desktop
15,2025-01-24,5348,326,37,1638.82,Mobile
15,2025-01-25,14398,424,84,5921.26,Mobile
15,2025-01-26,12055,912,108,6222.42,Mobile
15,2025-01-27,6264,239,19,1252.61,Tablet
15,2025-01-28,16678,771,144,4154.3,Desktop
15,2025-01-29,15758,1082,66,9363.64,Mobile
15,2025-01-30,15274,672,72,8503.45,Tablet
16,2025-01-01,11186,745,67,3940.88,Tablet
16,2025-01-02,11814,486,35,3692.92,Mobile
16,2025-01-03,14465,690,52,11656.58,Desktop
16,2025-01-04,15974,417,43,4806.66,Mobile
16,2025-01-05,11675,371,71,3670.44,Mobile
16,2025-01-06,15064,616,92,12030.11,Tablet
16,2025-01-07,16198,1173,139,10372.89,Tablet
16,2025-01-08,6409,376,28,6448.64,Tablet
16,2025-01-09,14404,616,46,5532.52,Tablet
16,2025-01-10,7617,552,35,5061.36,Mobile
16,2025-01-11,12389,643,46,11272.29,Desktop
16,2025-01-12,9528,633,52,3787.64,Desktop
16,2025-01-13,17369,1224,106,9820.82,Mobile
16,2025-01-14,10318,811,109,14069.07,Desktop
16,2025-01-15,10638,621,54,7481.29,Tablet
16,2025-01-16,15466,854,153,9272.84,Mobile
16,2025-01-17,14193,987,177,11863.81,Desktop
16,2025-01-18,14505,656,94,7385.55,Desktop
16,2025-01-19,9587,279,43,1626.22,Mobile
16,2025-01-20,7379,215,36,2790.17,Mobile
16,2025-01-21,8201,178,18,2519.42,Tablet
16,2025-01-22,7045,350,31,2845.26,Mobile
16,2025-01-23,16303,408,61,4389.7,Desktop
16,2025-01-24,15013,643,101,3821.35,Tablet
16,2025-01-25,13908,633,96,8897.19,Mobile
16,2025-01-26,19296,1526,251,11447.11,Mobile
16,2025-01-27,9256,646,118,5368.85,Mobile
16,2025-01-28,10667,714,83,11349.12,Mobile
16,2025-01-29,6760,166,30,2021.66,Mobile
16,2025-01-30,7881,239,38,2528.21,Tablet
17,2025-01-01,7161,160,12,1092.72,Mobile
17,2025-01-02,15060,595,43,6608.81,Mobile
17,2025-01-03,18743,811,152,6525.7,Mobile
17,2025-01-04,14477,1081,140,16936.54,Desktop
17,2025-01-05,17306,1330,99,21876.18,Mobile
17,2025-01-06,15519,374,21,6133.96,Desktop
17,2025-01-07,14698,599,58,8123.02,Desktop
17,2025-01-08,10110,704,94,7842.74,Desktop
17,2025-01-09,6774,341,56,4106.72,Mobile
17,2025-01-10,11865,778,101,13181.6,Desktop
17,2025-01-11,13340,777,51,5200.46,Desktop
17,2025-01-12,17086,386,52,3558.88,Desktop
17,2025-01-13,13181,920,82,14375.51,Tablet
17,2025-01-14,14272,887,57,6128.08,Desktop
17,2025-01-15,19185,669,79,7854.6,Desktop
17,2025-01-16,19023,844,138,12641.49,Tablet
17,2025-01-17,18529,1450,119,13733.0,Tablet
17,2025-01-18,7663,573,114,8356.93,Mobile
17,2025-01-19,13045,597,63,7050.96,Tablet
17,2025-01-20,12980,419,47,5524.23,Tablet
17,2025-01-21,17664,754,92,5293.14,Mobile
17,2025-01-22,19103,1324,181,19450.7,Desktop
17,2025-01-23,11942,751,40,4836.28,Tablet
17,2025-01-24,8668,175,16,1700.24,Desktop
17,2025-01-25,8304,426,84,7596.13,Mobile
17,2025-01-26,8810,669,93,4818.81,Tablet
17,2025-01-27,5319,204,34,2430.64,Desktop
17,2025-01-28,5620,411,72,3448.42,Tablet
17,2025-01-29,17285,574,79,11363.4,Mobile
17,2025-01-30,12351,417,59,4478.47,Desktop
18,2025-01-01,8505,455,51,6068.89,Desktop
18,2025-01-02,6499,382,75,5202.09,Desktop
18,2025-01-03,15450,1010,89,16367.57,Tablet
18,2025-01-04,11437,643,93,12143.09,Tablet
18,2025-01-05,13840,436,38,4029.4,Desktop
18,2025-01-06,10685,375,40,4063.46,Mobile
18,2025-01-07,11377,466,39,3994.73,Desktop
18,2025-01-08,6405,262,14,4680.33,Desktop
18,2025-01-09,6933,168,12,1884.36,Mobile
18,2025-01-10,6015,283,44,4881.86,Mobile
18,2025-01-11,14431,450,25,6174.88,Tablet
18,2025-01-12,13626,820,120,6864.6,Mobile
18,2025-01-13,10661,560,63,7539.11,Mobile
18,2025-01-14,7397,231,27,3948.85,Mobile
18,2025-01-15,10450,414,71,2900.22,Mobile
18,2025-01-16,16532,951,128,15743.79,Desktop
18,2025-01-17,15478,778,101,11389.13,Desktop
18,2025-01-18,16465,355,34,6550.26,Desktop
18,2025-01-19,8315,558,83,3921.74,Tablet
18,2025-01-20,13738,825,136,12518.44,Mobile
18,2025-01-21,15504,978,119,7390.21,Desktop
18,2025-01-22,19265,1321,202,13388.01,Desktop
